FILENAME:,TR_AWP24WS10409_Lab_ID_24WS1573_Model_CP50S08AYV01_Date_10_07_2024_Time_12_17FHR_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR NUMBER:,AWP24WS10409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAB ID:,24WS1573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST TYPE:,FHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MODEL NUMBER:,CP50S08AYV01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERIAL NUMBER:,LZ600254C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STATION ID:,6A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGINEER:,Subbu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECHNICIAN:,Anthony Irwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER PRESSURE (PSI):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMBINENT RH (%):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUPPLY VOLTAGE (V),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FREQUENCY (HZ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUILD:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABVIEW SOFTWARE VERSION:,2.39.20.130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTER NAME:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTER IP ADDRESS:,10.2.0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMMENTS,LZ600254C  50S LP   125F    HPLI 0.4  27Sep24  1ST HR Run 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOAD RUN NUMBER,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMBIENT TEMPERATURE (F):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEATING MODE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equipment Description,Manufacturer,Model Number,Calibration ID,Accuracy,Last Calibrated,Calibration Due,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAS METER/TOTALIZER,RITTER,TG10/4-500mbar,0.54J.D8B,Â±1% of reading,2/26/2024,2/26/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAS TEMPERATURE,TC TYPE K,MW100-SCPSS-TMQSS Series,0.54J.D8B-TC-01,Â± 1.35 Â°F,2/27/2024,2/27/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAS PRESSURE,TRAFAG,8854.21,0.54J.D8B_PG_01,Â±0.75% of reading,2/27/2024,2/27/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC1,YOKOGAWA,MW100-SCPSS-TMQSS Series,AP2/CH 6A-MW100,Â± 0.5 Â°F,6/5/2024,6/5/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC2,YOKOGAWA,MW100-SCPSS-TMQSS Series,AP2/CH 6A-MW100,Â± 0.5 Â°F,6/5/2024,6/5/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC3,YOKOGAWA,MW100-SCPSS-TMQSS Series,AP2/CH 6A-MW100,Â± 0.5 Â°F,6/5/2024,6/5/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC4,YOKOGAWA,MW100-SCPSS-TMQSS Series,AP2/CH 6A-MW100,Â± 0.5 Â°F,6/5/2024,6/5/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC5,YOKOGAWA,MW100-SCPSS-TMQSS Series,AP2/CH 6A-MW100,Â± 0.5 Â°F,6/5/2024,6/5/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC6,YOKOGAWA,MW100-SCPSS-TMQSS Series,AP2/CH 6A-MW100,Â± 0.5 Â°F,6/5/2024,6/5/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water Flow Meter,EMERSON,CMFS040MB67N2BAE2ZZ,12184164,Â± 0.05 Â°F,2/3/2024,2/3/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Analyzer,Yokogawa,WT310E,C2VK21024V,Â±(0.1% of reading + 0.05 % of range),6/5/2024,6/5/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAROMETER,HEISE,20-35 HGA,S9-33177,Â±1% of reading,5/20/2024,5/20/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTD Inlet,JMS Southeast Inc,3SSDNK11.5BGL318HWRAX,AP2/RTD-6A IN,Â± 0.2 Â°F,6/8/2024,6/8/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTD Outlet,JMS Southeast Inc,3SSDNK5BGL318HWRAX,AP2/RTD-6A OUT,Â± 0.2 Â°F,6/8/2024,6/8/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTD Ambient,JMS Souttheast Inc,3SSDNK5BGL318HWRAX,AP2/RTD-6A AMB,Â± 0.2 Â°F,6/8/2024,6/8/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manometer,Dwyer,477AV,AP2/02N2SC,Â±0.5% FS,5/1/2024,5/1/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gas Chromatograph,INFICON,Fusion MicroGC,,Â± 2 BTU/cuft,12/31/1903,12/31/1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weight Scale,AVERY WEIGH-TRONIX,ZM303,AP2/193150481,0.1 lb,8/13/2024,8/13/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAPE MEASURE,STANLEY,16 FEET,B047827,0.0625 in,5/18/2024,5/18/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manometer,DWYER,477AV,AP2/02N2SC,Â±0.5% FS,2/23/2024,2/23/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
System Date,System Time,Elapsed Time (sec),Software Elapsed Time (sec),Voltage (V),RMS Current (Amps),Power (Watts),Watt Hours (Wh),Voltage Total Harmonic Distortion,Frequency (Hz),Apparent Power (VA),Power Factor,Current Crest Factor,Voltage Crest Factor,Integration Time (sec),Intellifaucet Valve (%),Intellifaucet Temperature (F),Proportioning Valve (%),Draw Count,Program Status,TC Tree Average,TC Down,RTD IN,RTD Out,RTD Ambient,Totalized Flow (Gallons),Flow Rate (GPM),Pressure - Port 1,Pressure - Port 2,Pressure - Port 3,Pressure - Port 4,Mass Flow Rate(lb/min),Density(lb/US Gal),Flow Meter Inlet Temperature(°F),Draw Weight(lbs),Total Weight Inventory(lbs),Total Gallons Inventory(US Gallon),Drive Gain (%),Raw Tube Frequency (Hz),Hot Flow Rate-Calculated(US GPM),Hot Gallons-Calculated(US Gallon),Hot Flow Rate-Laurel(US GPM),Hot Gallons-Laurel(US Gallon),T1,T2,T3,T4,T5,T6,UPPER ELEMENT,LOWER ELEMENT,COMPRESSOR,FAN,DLB,Heating Value BTU/ft³_Vol (Real_Dry),Heating Value BTU/ft³_Vol (Real_Sat),Gross Wobbe Index_Real (Dry),Relative Density_Real (Dry),Propane Component Normalized Mole % (Dry),i-Butane Component Normalized Mole % (Dry),Propylene Component Normalized Mole % (Dry),Ethane Component Normalized Mole % (Dry),C4 Olefins Component Normalized Mole % (Dry),n-Butane Component Normalized Mole % (Dry),Absolute Pressure [inHgA]-Alicat,Gauge/Diff. Pressure [inHgG]-Alicat,BarometricPressure [inHgA]-Alicat,Temperature [°F]-Alicat,Uncorrected [CFH]-Alicat,Corrected [SCFH]-Alicat,Totalizer [Sft3]-Alicat,Gas Selected-Alicat,Gas Rate (BTU/hr)-Alicat,Energy (BTU)-Alicat,Thermal Efficiency (%),Gas Flow Rate Uncorrected (L/hr)-Ritter,Totalized Flow Uncorrected (L)-Ritter,Gas Flow Rate Uncorrected (cuft/hr)-Ritter,Totalized Flow Uncorrected (cuft)-Ritter,Gas Temperature (°F) - Ritter,Gas Pressure (in WC) - Ritter,Barometric Pressure (in HG) - Heise,STP Correction Factor - Ritter,Temperature Correction Factor - Ritter,Pressure Correction Factor-Ritter,Water Vapor Pressure (in HG)-Ritter,Gas Flow Rate Corrected (cuft/hr)-Ritter,Totalized Flow Corrected (cuft)-Ritter,Gas Rate (BTU/hr)-Ritter,Energy (BTU)
10/07/2024,12:18:24.221,0.00,64.15,120.130000,0.000062,0.007200,0.000143,0.000000,60.011000,0.007500,0.962300,2.908654,1.392991,71.000000,22.200000,0.000000,20.000000,0.000000, Select Test Sequence to Enable Start Button....,69.644444,71.398670,69.400002,69.300003,68.500000,0.000000,0.000000,23.260000,0.056000,0.005000,0.000000,0.000000,8.331534,69.601646,0.000000,0.000000,0.000000,7.119224,151.704926,0.000000,0.000000,0.000000,0.000000,69.800003,69.599998,69.566666,69.699997,69.599998,69.599998,0,0,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,31.290000,1.720000,29.566000,69.500000,0.000000,0.000000,0.000000,C3H8,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,69.400002,23.260000,29.539000,1.023301,0.982233,1.041811,0.000000,0.000000,0.000000,0.000000,0.000000
10/07/2024,12:18:24.221,0.00,64.15,120.130000,0.000062,0.007200,0.000143,0.000000,60.011000,0.007500,0.962300,2.908654,1.392991,71.000000,22.200000,0.000000,20.000000,0.000000, Select Test Sequence to Enable Start Button....,69.644444,71.398670,69.400002,69.300003,68.500000,0.000000,0.000000,23.260000,0.056000,0.005000,0.000000,0.000000,8.331534,69.601646,0.000000,0.000000,0.000000,7.119224,151.704926,0.000000,0.000000,0.000000,0.000000,69.800003,69.599998,69.566666,69.699997,69.599998,69.599998,0,0,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,31.290000,1.720000,29.566000,69.500000,0.000000,0.000000,0.000000,C3H8,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,69.400002,23.260000,29.539000,1.023301,0.982233,1.041811,0.000000,0.000000,0.000000,0.000000,0.000000
10/07/2024,12:18:27.222,0.00,67.15,120.120000,0.000062,0.007200,0.000150,0.000000,60.008000,0.007500,0.962700,2.932692,1.392607,74.000000,22.200000,0.000000,20.000000,0.000000,Writing Data... Select Test Sequence to Enable Start Button....,69.622222,71.399114,69.400002,69.300003,68.510204,0.000000,0.000000,23.280001,0.056000,0.004000,0.000000,0.000000,8.331423,69.614487,0.000000,0.000000,0.000000,7.119343,151.704941,0.000000,0.000000,0.000000,0.000000,69.800003,69.599998,69.500000,69.699997,69.533333,69.599998,0,0,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,31.290000,1.720000,29.566000,69.500000,0.000000,0.000000,0.000000,C3H8,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,69.400002,23.280001,29.539000,1.023350,0.982233,1.041860,0.000000,0.000000,0.000000,0.000000,0.000000
10/07/2024,12:18:30.222,0.00,70.15,120.110000,0.000062,0.007200,0.000157,0.000000,60.007000,0.007500,0.961800,3.057785,1.393223,77.000000,22.200000,0.000000,20.000000,0.000000,Writing Data... Select Test Sequence to Enable Start Button....,69.649999,71.400002,69.400002,69.300003,68.524489,0.000000,0.000000,23.280001,0.055000,0.003000,0.001000,0.000000,8.331834,69.563126,0.000000,0.000000,0.000000,7.120096,151.704971,0.000000,0.000000,0.000000,0.000000,69.800003,69.599998,69.566666,69.699997,69.599998,69.633331,0,0,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,31.290000,1.720000,29.566000,69.500000,0.000000,0.000000,0.000000,C3H8,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,69.400002,23.280001,29.539000,1.023350,0.982233,1.041860,0.000000,0.000000,0.000000,0.000000,0.000000
10/07/2024,12:18:33.223,0.00,73.15,120.150000,0.000062,0.007200,0.000162,0.000000,60.005000,0.007500,0.961900,3.065811,1.394091,80.000000,22.200000,0.000000,20.000000,0.000000,Writing Data... Select Test Sequence to Enable Start Button....,69.627777,71.401037,69.400002,69.300003,68.542856,0.000000,0.000000,23.270000,0.054000,0.003000,-0.001000,0.000000,8.332297,69.502647,0.000000,0.000000,0.000000,7.119372,151.704971,0.000000,0.000000,0.000000,0.000000,69.800003,69.566666,69.566666,69.666664,69.566666,69.599998,0,0,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,31.290000,1.720000,29.565000,69.500000,0.000000,0.000000,0.000000,C3H8,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,69.400002,23.270000,29.539000,1.023326,0.982233,1.041836,0.000000,0.000000,0.000000,0.000000,0.000000
10/07/2024,12:18:36.224,0.00,76.15,120.140000,0.000062,0.007200,0.000168,0.000000,60.002000,0.007500,0.961800,2.820513,1.393874,83.000000,22.200000,0.000000,20.000000,0.000000,Writing Data... Select Test Sequence to Enable Start Button....,69.649999,71.402073,69.400002,69.300003,68.561224,0.000000,0.000000,23.270000,0.050000,0.005000,0.001000,0.000000,8.331980,69.545250,0.000000,0.000000,0.000000,7.118549,151.704956,0.000000,0.000000,0.000000,0.000000,69.800003,69.599998,69.599998,69.699997,69.599998,69.599998,0,0,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,31.290000,1.730000,29.566000,69.500000,0.000000,0.000000,0.000000,C3H8,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,69.300003,23.270000,29.539000,1.023519,0.982419,1.041836,0.000000,0.000000,0.000000,0.000000,0.000000
10/07/2024,12:18:39.225,0.00,79.16,120.090000,0.000062,0.007200,0.000174,0.000000,60.001000,0.007500,0.961800,3.121990,1.393455,86.000000,22.200000,0.000000,20.000000,0.000000,Writing Data... Select Test Sequence to Enable Start Button....,69.638888,71.403552,69.400002,69.300003,68.575509,0.000000,0.000000,23.280001,0.050000,0.005000,0.000000,0.000000,8.331888,69.557251,0.000000,0.000000,0.000000,7.119781,151.704971,0.000000,0.000000,0.000000,0.000000,69.833336,69.566666,69.566666,69.666664,69.566666,69.633331,0,0,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,31.290000,1.720000,29.565000,69.500000,0.000000,0.000000,0.000000,C3H8,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,69.300003,23.280001,29.539000,1.023543,0.982419,1.041860,0.000000,0.000000,0.000000,0.000000,0.000000
10/07/2024,12:18:42.227,0.00,82.16,120.170000,0.024251,1.163000,0.000983,0.000000,60.001000,2.914000,0.399200,1.928003,1.393859,89.000000,22.200000,0.000000,20.000000,0.000000,Writing Data... Select Test Sequence to Enable Start Button....,69.638888,71.406214,69.400002,69.300003,68.589795,0.000000,0.000000,23.290001,0.051000,0.005000,0.000000,0.000000,8.331990,69.542923,0.000000,0.000000,0.000000,7.119014,151.704910,0.000000,0.000000,0.000000,0.000000,69.800003,69.599998,69.566666,69.699997,69.566666,69.599998,0,0,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,31.290000,1.720000,29.567000,69.500000,0.000000,0.000000,0.000000,C3H8,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,69.400002,23.290001,29.539000,1.023374,0.982233,1.041885,0.000000,0.000000,0.000000,0.000000,0.000000
10/07/2024,12:18:45.227,0.00,85.16,120.140000,0.025679,1.607000,0.002206,0.000000,59.999000,3.085000,0.520800,1.797889,1.394456,92.000000,22.200000,0.000000,20.000000,0.000000,Writing Data... Select Test Sequence to Enable Start Button....,69.627777,71.409913,69.400002,69.300003,68.595917,0.000000,0.000000,23.280001,0.050000,0.005000,0.000000,0.000000,8.331812,69.565987,0.000000,0.000000,0.000000,7.119376,151.704941,0.000000,0.000000,0.000000,0.000000,69.800003,69.566666,69.566666,69.666664,69.566666,69.599998,0,0,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,31.290000,1.720000,29.566000,69.500000,0.000000,0.000000,0.000000,C3H8,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,69.400002,23.280001,29.539000,1.023350,0.982233,1.041860,0.000000,0.000000,0.000000,0.000000,0.000000
10/07/2024,12:18:48.229,0.00,88.16,120.200000,0.024506,1.247000,0.003185,0.000000,60.002000,2.946000,0.423300,1.914511,1.394093,95.000000,22.200000,0.000000,20.000000,0.000000,Writing Data... Select Test Sequence to Enable Start Button....,69.638888,71.414794,69.400002,69.300003,68.599998,0.000000,0.000000,23.280001,0.051000,0.005000,0.000000,0.000000,8.332003,69.541191,0.000000,0.000000,0.000000,7.119437,151.704926,0.000000,0.000000,0.000000,0.000000,69.800003,69.599998,69.566666,69.699997,69.566666,69.599998,0,0,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,31.290000,1.720000,29.567000,69.500000,0.000000,0.000000,0.000000,C3H8,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,69.300003,23.280001,29.539000,1.023543,0.982419,1.041860,0.000000,0.000000,0.000000,0.000000,0.000000
10/07/2024,12:18:51.230,0.00,91.16,120.200000,0.024506,1.247000,0.003185,0.000000,60.002000,2.946000,0.423300,1.914511,1.394093,98.000000,22.200000,0.000000,20.000000,0.000000,Writing Data... Select Test Sequence to Enable Start Button....,69.622222,71.420120,69.400002,69.300003,68.599998,0.000000,0.000000,23.290001,0.050000,0.007000,-0.001000,0.000000,8.331986,69.543709,0.000000,0.000000,0.000000,7.119448,151.705032,0.000000,0.000000,0.000000,0.000000,69.800003,69.566666,69.500000,69.666664,69.599998,69.599998,0,0,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,31.290000,1.720000,29.566000,69.500000,0.000000,0.000000,0.000000,C3H8,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,69.300003,23.290001,29.539000,1.023567,0.982419,1.041885,0.000000,0.000000,0.000000,0.000000,0.000000
10/07/2024,12:18:54.230,0.00,94.16,119.950000,2.597300,129.600000,0.219940,0.000000,60.003000,311.500000,0.416100,1.590344,1.394581,101.000000,22.200000,0.000000,20.000000,0.000000,Writing Data... Select Test Sequence to Enable Start Button....,69.644444,71.426037,69.400002,69.300003,68.599998,0.000000,0.000000,23.280001,0.046000,0.007000,0.000000,0.000000,8.331812,69.567947,0.000000,0.000000,0.000000,7.119422,151.704910,0.000000,0.000000,0.000000,0.000000,69.800003,69.599998,69.566666,69.699997,69.566666,69.633331,0,0,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,31.290000,1.720000,29.565000,69.500000,0.000000,0.000000,0.000000,C3H8,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,69.300003,23.280001,29.539000,1.023543,0.982419,1.041860,0.000000,0.000000,0.000000,0.000000,0.000000
10/07/2024,12:18:57.233,0.00,97.16,119.910000,2.590200,129.900000,0.327900,0.000000,60.010000,310.600000,0.418100,1.590379,1.394879,104.000000,22.200000,0.000000,20.000000,0.000000,Writing Data... Select Test Sequence to Enable Start Button....,69.611111,71.432102,69.400002,69.300003,68.599998,0.000000,0.000000,19.770000,0.042000,0.009000,0.001000,0.000000,8.331676,69.586525,0.000000,0.000000,0.000000,7.119771,151.704956,0.000000,0.000000,0.000000,0.000000,69.800003,69.566666,69.533333,69.633331,69.533333,69.599998,0,0,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,31.030000,1.470000,29.567000,69.500000,0.000000,0.000000,0.000000,C3H8,0.000000,0.000000,,24.000000,0.040000,0.847553,0.001413,69.300003,19.770000,29.539000,1.015067,0.982419,1.033232,0.000000,0.003361,0.001434,8.629573,3.681951
10/07/2024,12:19:00.235,0.00,0.00,119.950000,2.584900,129.200000,0.417780,0.000000,60.013000,310.000000,0.416700,1.593447,1.392997,106.000000,22.200000,0.000000,20.000000,0.000000,Writing Data... ,69.627777,71.438167,69.400002,69.300003,68.599998,0.000000,0.000000,14.270000,0.035000,0.013000,0.000000,0.000000,8.331780,69.569702,0.000000,0.000000,0.000000,7.119458,151.704956,0.000000,0.000000,0.000000,0.000000,69.800003,69.566666,69.566666,69.666664,69.566666,69.599998,0,0,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.500000,0.930000,29.566000,69.500000,0.646000,0.646000,0.000000,C3H8,1658.824697,0.000000,,60.000000,0.140000,2.118882,0.004944,69.400002,14.270000,29.539000,1.001595,0.982233,1.019712,0.000000,0.046912,0.004952,120.463379,12.715797
10/07/2024,12:19:03.234,3.00,3.00,119.970000,2.570400,127.500000,0.071163,0.000000,60.017000,308.400000,0.413500,1.594227,1.393598,2.000000,22.200000,0.000000,20.000000,0.000000,Heating Tanks.... ,69.638888,71.444232,69.400002,69.300003,68.599998,0.000000,0.000000,12.010000,0.030000,0.019000,0.001000,0.000000,8.331661,69.585564,0.000000,0.000000,0.000000,7.119947,151.705048,0.000000,0.000000,0.000000,0.000000,69.800003,69.599998,69.533333,69.699997,69.566666,69.633331,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.900000,29.568000,69.450000,16.183000,16.140000,0.012000,C3H8,41444.939019,30.814081,,252.000000,0.500000,8.899304,0.017657,69.300003,12.010000,29.539000,0.996326,0.982419,1.014156,0.000000,0.260513,0.017592,668.955918,45.174677
10/07/2024,12:19:06.234,6.00,6.00,119.930000,2.562600,126.900000,0.177200,0.000000,60.021000,307.300000,0.412900,1.594904,1.394313,5.000000,22.200000,0.000000,20.000000,0.000000,Heating Tanks.... ,69.616666,71.450001,69.400002,69.300003,68.599998,0.000000,0.000000,12.000000,0.025000,0.024000,0.000000,0.000000,8.331623,69.591324,0.000000,0.000000,0.000000,7.118982,151.705002,0.000000,0.000000,0.000000,0.000000,69.800003,69.566666,69.500000,69.666664,69.566666,69.599998,0,1,0,0,0,2567.840,2523.180,2060.119,1.554,98.765,0.838,0.327,0.000,0.000,0.070,30.460000,0.890000,29.566000,69.380000,16.249000,16.209000,0.026000,C3H8,41622.119985,66.763842,,456.000000,0.900000,16.103503,0.031783,69.400002,12.000000,29.539000,0.996114,0.982233,1.014132,0.000000,0.884715,0.031660,2271.806786,81.297079
